feature,country_count,rest_count,log_odds,weighted_score,feature_type,country
plum,1,1,4.406138358488116,5.933189548659648,ingredient,Hungary
casing,1,1,4.406138358488116,5.933189548659648,ingredient,Hungary
cream + paprika,4,6,4.22090728553053,7.6175513906316015,pair,Hungary
garlic + sour_cream,5,12,3.837845417207008,7.276093351064083,pair,Hungary
cream + sour_cream,8,34,3.4341188613874496,7.2068840432546395,pair,Hungary
potato + sour_cream,4,8,3.9684266763594414,7.161894849183309,pair,Hungary
butter + sour_cream,4,13,3.523672508038268,6.3592385707575385,pair,Hungary
cumin_seed,20,5,4.740317918689734,11.95632005138638,ingredient,India
coriander_leaf,16,3,4.8601647031146555,11.745106448702385,ingredient,India
ghee,25,11,4.360325467159781,11.46350612175987,ingredient,India
coriander_powder,14,3,4.69928347755857,11.06223126077796,ingredient,India
turmeric_powder,18,6,4.4470177993097995,10.994004073977168,ingredient,India
coriander_leaf + turmeric,14,0,6.087372634254484,14.329827977442958,pair,India
green_chili + mustard_seed,13,0,6.000988020055663,13.919463729686292,pair,India
coriander + curry_leaf,12,0,5.909785614542641,13.48893602192093,pair,India
green_chili + turmeric_powder,15,1,5.475865644589334,13.067027309933662,pair,India
coriander_leaf + mustard,11,0,5.812935788552724,13.035237186435381,pair,India
tempeh,10,0,5.6759380750022315,12.481090614374299,ingredient,Indonesia
sweet_soy_sauce,10,1,4.982192271257693,10.955579918968393,ingredient,Indonesia
shallot,43,58,3.691305886475595,10.675606622086798,ingredient,Indonesia
candlenut,6,0,5.162395058259741,10.185173526910054,ingredient,Indonesia
galangal,19,10,4.024028063804641,10.05148343401791,ingredient,Indonesia
bay_leaf + shallot,12,0,5.875253021883619,13.41011625358579,pair,Indonesia
bay_leaf + galangal,10,0,5.6759380750022315,12.481090614374299,pair,Indonesia
bay_leaf + lemon_gras,10,0,5.6759380750022315,12.481090614374299,pair,Indonesia
galangal + turmeric,14,3,4.663598978995292,10.978229055459424,pair,Indonesia
garlic + sweet_soy_sauce,9,1,4.8711337344852295,10.479233695988283,pair,Indonesia
dried_lime,4,1,4.925381901737524,8.888930084674096,ingredient,Iran
pomegranate_paste,2,0,5.04576841031722,7.817440000991145,ingredient,Iran
saffron,11,38,3.064468701905802,6.871928029622266,ingredient,Iran
sumac,6,12,3.4502822268415287,6.807251827999578,ingredient,Iran
turmeric,16,100,2.6570219950408993,6.420977080941272,ingredient,Iran
lamb + saffron,7,3,4.802849398436366,9.796471677206661,pair,Iran
saffron + turmeric,8,12,3.77305561910458,7.918180888081135,pair,Iran
parsley + turmeric,6,7,3.938732086522323,7.770941457309123,pair,Iran
onion + saffron,10,23,3.431079756144025,7.544764720069997,pair,Iran
onion + turmeric,16,64,3.1198827581936106,7.539529489396136,pair,Iran
basil_seed,1,1,4.815662619748743,6.484644103452124,ingredient,Iraq
cow_foot,1,1,4.815662619748743,6.484644103452124,ingredient,Iraq
dried_mint,1,1,4.815662619748743,6.484644103452124,ingredient,Iraq
ground_cumin,1,2,4.409618640423256,5.937876004400236,ingredient,Iraq
tahini,1,2,4.409618640423256,5.937876004400236,ingredient,Iraq
lemon_juice + paprika,4,16,3.8243307939036337,6.901842278602489,pair,Iraq
beef + lemon_juice,3,11,3.865397164088091,6.544686310120159,pair,Iraq
lemon + paprika,4,22,3.5185411465010206,6.349977905320065,pair,Iraq
cumin + olive_oil,4,24,3.4339872044851463,6.197381803341139,pair,Iraq
cumin + parsley,4,24,3.4339872044851463,6.197381803341139,pair,Iraq
oatmeal,2,1,5.295235700010629,8.203941205723508,ingredient,Ireland
black_pudding,2,4,4.377207348237933,6.781634239649204,ingredient,Ireland
pig_foot,1,1,4.815662619748743,6.484644103452124,ingredient,Ireland
mixed_dried_fruit,1,1,4.815662619748743,6.484644103452124,ingredient,Ireland
hash_brown,1,2,4.409618640423256,5.937876004400236,ingredient,Ireland
bacon + bean,2,10,3.5852656637910516,5.55467412198139,pair,Ireland
bean + mushroom,2,10,3.5852656637910516,5.55467412198139,pair,Ireland
bacon + mushroom,2,14,3.272781089704403,5.070539851339335,pair,Ireland
bean + sausage,2,17,3.0887087300120957,4.785355413465975,pair,Ireland
bacon + sausage,2,20,2.932804176598741,4.543811530933008,pair,Ireland
tahini,2,1,5.375856944003455,8.328848194405447,ingredient,Israel
hummu,1,1,4.890349128221754,6.585214983312102,ingredient,Israel
yellow_cheese,1,1,4.890349128221754,6.585214983312102,ingredient,Israel
cow_foot,1,1,4.890349128221754,6.585214983312102,ingredient,Israel
garlic_sauce,1,1,4.890349128221754,6.585214983312102,ingredient,Israel
cumin + paprika,4,24,3.5298837226234783,6.370448067460599,pair,Israel
cumin + parsley,4,24,3.5298837226234783,6.370448067460599,pair,Israel
cumin + olive_oil,4,24,3.5298837226234783,6.370448067460599,pair,Israel
cumin + olive,4,29,3.3446270301737613,6.036111802830523,pair,Israel
lemon_juice + paprika,3,17,3.5440288287494752,6.00056241922034,pair,Israel
pecorino_cheese,6,0,5.162395058259741,10.185173526910054,ingredient,Italy
parmesan_cheese,19,11,3.936414458552305,9.832636376337154,ingredient,Italy
pancetta,5,1,4.2996834889028035,8.151682791865364,ingredient,Italy
cannellini_bean,3,0,4.558976647665926,7.719018457234194,ingredient,Italy
artichoke,3,0,4.558976647665926,7.719018457234194,ingredient,Italy
celery + cheese,10,2,4.576128181400564,10.062666248350473,pair,Italy
cheese + parmesan_cheese,19,11,3.936414458552305,9.832636376337154,pair,Italy
celery + olive_oil,11,4,4.167115235059602,9.344561414075846,pair,Italy
celery + olive,11,4,4.167115235059602,9.344561414075846,pair,Italy
cheese + pasta,8,2,4.344204942434308,9.116801876685377,pair,Italy
hot_pepper,4,13,4.474550003571027,8.075305211985702,ingredient,Jamaica
scotch_bonnet_pepper,2,4,4.74724828458108,7.354940935980769,ingredient,Jamaica
yucca,1,1,5.154446996128335,6.940842197484352,ingredient,Jamaica
mixed_dried_fruit,1,1,5.154446996128335,6.940842197484352,ingredient,Jamaica
green_banana,1,1,5.154446996128335,6.940842197484352,ingredient,Jamaica
coconut_milk + scallion,4,6,5.171758692470152,9.333570949281189,pair,Jamaica
coconut + scallion,4,6,5.171758692470152,9.333570949281189,pair,Jamaica
carrot + coconut,4,10,4.717454727108346,8.513679971108164,pair,Jamaica
milk + scallion,4,11,4.629862798578463,8.355601157278675,pair,Jamaica
coconut_milk + potato,4,13,4.474550003571027,8.075305211985702,pair,Jamaica
mirin,23,0,6.4817528475252235,16.781432579748344,ingredient,Japan
dashi,19,0,6.235917885008943,15.576488116685859,ingredient,Japan
sake,14,0,5.87412784040344,13.827844380155755,ingredient,Japan
miso,12,0,5.7028561197960705,13.01662468987933,ingredient,Japan
dashi_broth,7,0,5.150209001176741,10.504988273866907,ingredient,Japan
mirin + soy_sauce,22,0,6.422932712234647,16.492466896491578,pair,Japan
dashi + soy_sauce,17,0,6.1002520198557875,14.916250096975888,pair,Japan
mirin + sugar,16,0,6.028278520230698,14.567978092833235,pair,Japan
dashi + onion,16,0,6.028278520230698,14.567978092833235,pair,Japan
dashi + green_onion,15,0,5.953055098993111,14.205741814163273,pair,Japan
pine_nut,5,12,4.276666119016055,8.108044626752962,ingredient,Jordan
lemon_juice,10,135,3.066855227744312,6.743854054226841,ingredient,Jordan
bulgur_wheat,1,1,4.746090877044469,6.390960632096795,ingredient,Jordan
basil_seed,1,1,4.746090877044469,6.390960632096795,ingredient,Jordan
fresh_basil,1,1,4.746090877044469,6.390960632096795,ingredient,Jordan
onion + pine_nut,4,6,4.629862798578463,8.355601157278675,pair,Jordan
oil + pine_nut,4,7,4.495750517177804,8.11356618077339,pair,Jordan
nut + pine_nut,5,12,4.276666119016055,8.108044626752962,pair,Jordan
lemon_juice + oil,9,71,3.49277284234924,7.513976182353142,pair,Jordan
lemon_juice + olive_oil,7,43,3.5275481732118172,7.195213279038553,pair,Jordan
beet,1,2,4.748404354073999,6.39407589916648,ingredient,Kazakhstan
fresh_herb,1,2,4.748404354073999,6.39407589916648,ingredient,Kazakhstan
sunflower_oil,1,4,4.23642266081509,5.704654872317211,ingredient,Kazakhstan
glas_noodle,1,5,4.053522567701846,5.4583664372711675,ingredient,Kazakhstan
herb,3,50,2.803360380906535,4.746501725025354,ingredient,Kazakhstan
herb + oil,3,12,4.192564258190058,7.098628353070895,pair,Kazakhstan
herb + onion,3,24,3.5316406776874447,5.9795874561773115,pair,Kazakhstan
lamb + water,2,20,3.302866771932587,5.117151783671942,pair,Kazakhstan
lamb + paprika,2,20,3.302866771932587,5.117151783671942,pair,Kazakhstan
carrot + vinegar,2,23,3.1675825304806504,4.907555077158885,pair,Kazakhstan
basil_seed,1,1,5.154446996128335,6.940842197484352,ingredient,Kuwait
cow_foot,1,1,5.154446996128335,6.940842197484352,ingredient,Kuwait
tahini,1,2,4.748404354073999,6.39407589916648,ingredient,Kuwait
fresh_parsley,1,3,4.460144413937834,6.005912676643434,ingredient,Kuwait
dried_lime,1,4,4.23642266081509,5.704654872317211,ingredient,Kuwait
lemon_juice + paprika,3,17,3.8642323415917974,6.542714094194707,pair,Kuwait
sumac + tomato,2,8,4.157145463461131,6.440691009430772,pair,Kuwait
chicken + yogurt,2,9,4.051205069561483,6.276556906228878,pair,Kuwait
oil + sumac,2,9,4.051205069561483,6.276556906228878,pair,Kuwait
garlic + sumac,2,9,4.051205069561483,6.276556906228878,pair,Kuwait
beet,1,2,4.748404354073999,6.39407589916648,ingredient,Kyrgyzstan
fresh_herb,1,2,4.748404354073999,6.39407589916648,ingredient,Kyrgyzstan
sunflower_oil,1,4,4.23642266081509,5.704654872317211,ingredient,Kyrgyzstan
glas_noodle,1,5,4.053522567701846,5.4583664372711675,ingredient,Kyrgyzstan
herb,3,50,2.803360380906535,4.746501725025354,ingredient,Kyrgyzstan
herb + oil,3,12,4.192564258190058,7.098628353070895,pair,Kyrgyzstan
herb + onion,3,24,3.5316406776874447,5.9795874561773115,pair,Kyrgyzstan
lamb + water,2,20,3.302866771932587,5.117151783671942,pair,Kyrgyzstan
lamb + paprika,2,20,3.302866771932587,5.117151783671942,pair,Kyrgyzstan
carrot + vinegar,2,23,3.1675825304806504,4.907555077158885,pair,Kyrgyzstan
fish_ball,1,1,4.815662619748743,6.484644103452124,ingredient,Laos
curry_paste,1,1,4.815662619748743,6.484644103452124,ingredient,Laos
duck,1,1,4.815662619748743,6.484644103452124,ingredient,Laos
fish_sauce,7,70,3.151290413149129,6.427752510648985,ingredient,Laos
green_papaya,1,2,4.409618640423256,5.937876004400236,ingredient,Laos
fish_sauce + lime_juice,5,14,4.22829253473184,8.016334128617874,pair,Laos
fish_sauce + lime,7,35,3.8513289367558894,7.855635627637805,pair,Laos
green_onion + shallot,4,10,4.263145372220209,7.693779266354804,pair,Laos
fish + shallot,7,40,3.718319850103492,7.5843342308824635,pair,Laos
fish_sauce + shallot,6,30,3.7524934889058796,7.403501071068846,pair,Laos
herring,1,1,5.154446996128335,6.940842197484352,ingredient,Latvia
sodium_nitrite,1,1,5.154446996128335,6.940842197484352,ingredient,Latvia
sorrel,1,2,4.748404354073999,6.39407589916648,ingredient,Latvia
fresh_herb,1,2,4.748404354073999,6.39407589916648,ingredient,Latvia
beet,1,2,4.748404354073999,6.39407589916648,ingredient,Latvia
carrot + dill,2,8,4.157145463461131,6.440691009430772,pair,Latvia
dill + potato,2,12,3.7870991500818927,5.867375982424153,pair,Latvia
herb + oil,2,13,3.7124099515241302,5.751659548183225,pair,Latvia
cardamom + egg,2,17,3.4587672334836332,5.358689326657493,pair,Latvia
dill + parsley,2,19,3.3522405369356245,5.193646861160054,pair,Latvia
bulgur_wheat,2,0,5.7795854380717016,8.954347230908116,ingredient,Lebanon
lemon_juice,13,132,3.513272148309565,8.149135455274317,ingredient,Lebanon
pine_nut,5,12,4.108445853462706,7.789119234338977,ingredient,Lebanon
olive_oil,12,186,2.88161896678657,6.5772223254406645,ingredient,Lebanon
olive,12,204,2.777960447516705,6.340624379972471,ingredient,Lebanon
lemon_juice + oil,12,68,3.9524507193314626,9.021368685805273,pair,Lebanon
oil + pine_nut,5,6,4.730979532518703,8.969368220575955,pair,Lebanon
lemon_juice + olive_oil,10,40,4.034995802976027,8.872744483834769,pair,Lebanon
lemon_juice + olive,10,41,4.010304955621629,8.81845060340412,pair,Lebanon
lemon + lemon_juice,13,132,3.513272148309565,8.149135455274317,pair,Lebanon
harissa,2,1,5.220548856639584,8.088228420387832,ingredient,Libya
barley_flour,2,3,4.52624292739842,7.012535978166931,ingredient,Libya
olive,11,205,2.8760299214594807,6.449362859871442,ingredient,Libya
basil_seed,1,1,4.746090877044469,6.390960632096795,ingredient,Libya
olive_oil,10,188,2.703926483918348,5.945792750809411,ingredient,Libya
oil + olive,11,193,2.943896238311869,6.601549907745389,pair,Libya
lamb + olive,4,21,3.475981532082225,6.273169762409176,pair,Libya
lamb + olive_oil,4,21,3.475981532082225,6.273169762409176,pair,Libya
mint + olive,3,12,3.7041469262447246,6.271665924551043,pair,Libya
mint + olive_oil,3,12,3.7041469262447246,6.271665924551043,pair,Libya
sour_cream,6,36,3.1272345819517327,6.169893337700046,ingredient,Lithuania
herring,1,1,4.507383257361489,6.069523255633099,ingredient,Lithuania
duck_blood,1,1,4.507383257361489,6.069523255633099,ingredient,Lithuania
pasta_dough,1,1,4.507383257361489,6.069523255633099,ingredient,Lithuania
sodium_nitrite,1,1,4.507383257361489,6.069523255633099,ingredient,Lithuania
bacon + sour_cream,4,8,4.087375892906008,7.376564755112064,pair,Lithuania
egg + sour_cream,5,13,3.88948521240278,7.373996192275366,pair,Lithuania
dill + onion,5,18,3.581177017011029,6.789480932616724,pair,Lithuania
garlic + sour_cream,4,13,3.642625134471254,6.573914630572954,pair,Lithuania
bacon + cream,4,14,3.5730476385888146,6.448346804827802,pair,Lithuania
shallot,23,78,3.311497314748597,8.573555677410454,ingredient,Malaysia
belacan,2,0,4.875197323201151,7.55317316767648,ingredient,Malaysia
white_sesame_seed,2,0,4.875197323201151,7.55317316767648,ingredient,Malaysia
kecap_mani,3,2,4.089067505121257,6.923393117415346,ingredient,Malaysia
maltose,2,1,4.181462771111837,6.478365963587673,ingredient,Malaysia
chicken + shallot,11,18,3.5687911317458667,8.00284753923574,pair,Malaysia
garlic + shallot,20,73,3.092270200596638,7.799513205206624,pair,Malaysia
chili + shallot,16,47,3.1552968432253294,7.6251114035675585,pair,Malaysia
ginger + shallot,10,19,3.3971029895615055,7.470051589500879,pair,Malaysia
egg + shallot,11,25,3.2509706171315145,7.290149869519263,pair,Malaysia
smoked_paprika,2,1,5.375856944003455,8.328848194405447,ingredient,Mauritania
basil_seed,1,1,4.890349128221754,6.585214983312102,ingredient,Mauritania
peanut_oil,1,2,4.4843054837943,6.03844733522506,ingredient,Mauritania
bouillon_cube,1,2,4.4843054837943,6.03844733522506,ingredient,Mauritania
harissa,1,2,4.4843054837943,6.03844733522506,ingredient,Mauritania
paprika + vegetable_oil,2,10,3.6658899358892376,5.67958580212557,pair,Mauritania
paprika + vegetable,2,14,3.353406717825807,5.1954536323786185,pair,Mauritania
ginger + vegetable_oil,2,18,3.1146842164153563,4.825599394152612,pair,Mauritania
honey + water,2,21,2.9663268686373843,4.595748443683096,pair,Mauritania
oil + tomato_paste,2,22,2.9212897972994747,4.5259722323364615,pair,Mauritania
salsa,10,3,4.921857652296545,10.822907251210731,ingredient,Mexico
tortilla,11,6,4.477336814478207,10.040218826296964,ingredient,Mexico
epazote,4,0,5.358941988364472,9.671384191668853,ingredient,Mexico
queso_fresco,5,1,4.872845764210395,9.238329534266292,ingredient,Mexico
avocado,15,21,3.740204095972532,8.925227943656772,ingredient,Mexico
avocado + cilantro,10,2,5.210128826385392,11.45680046811542,pair,Mexico
avocado + lime,9,3,4.797559935618968,10.320954930869823,pair,Mexico
onion + tortilla,10,5,4.515213298768705,9.928717611165613,pair,Mexico
cilantro + tortilla,8,3,4.664028542994445,9.787987615026962,pair,Mexico
avocado + onion,13,12,4.071420442824478,9.44377642361515,pair,Mexico
beetroot,2,2,4.969813299576001,7.6997622812262,ingredient,Moldova
dried_mint,1,1,4.890349128221754,6.585214983312102,ingredient,Moldova
sodium_nitrite,1,1,4.890349128221754,6.585214983312102,ingredient,Moldova
glaze,1,1,4.890349128221754,6.585214983312102,ingredient,Moldova
herring,1,1,4.890349128221754,6.585214983312102,ingredient,Moldova
dill + oil,3,7,4.360779783169614,7.383441994916441,pair,Moldova
dill + potato,3,11,3.9529904439163692,6.692994624897407,pair,Moldova
parsley + pea,3,12,3.872365833404184,6.5564852929249575,pair,Moldova
carrot + dill,2,8,3.867722746531566,5.992286615781941,pair,Moldova
olive_oil + zucchini,2,8,3.867722746531566,5.992286615781941,pair,Moldova
harissa,2,1,5.150976778649328,7.98043997248344,ingredient,Morocco
basil_seed,1,1,4.680973149403592,6.303274819796546,ingredient,Morocco
warm_water,1,1,4.680973149403592,6.303274819796546,ingredient,Morocco
olive,11,205,2.693051550191995,6.03904240283898,ingredient,Morocco
smoked_paprika,1,2,4.2749284991175145,5.756505817246847,ingredient,Morocco
flour + semolina,3,9,3.893568041054787,6.592383751030222,pair,Morocco
oil + olive,11,193,2.7609230034238186,6.19124096880407,pair,Morocco
cinnamon + olive,3,12,3.629456033643135,6.145203250329157,pair,Morocco
cinnamon + olive_oil,3,12,3.629456033643135,6.145203250329157,pair,Morocco
coriander + paprika,3,12,3.629456033643135,6.145203250329157,pair,Morocco
crispy_noodle,2,0,5.504750647156226,8.528544000666006,ingredient,Myanmar
chickpea_flour,4,5,4.320990744087513,7.798173905493151,ingredient,Myanmar
spring_onion,4,6,4.166257143812387,7.51892324391292,ingredient,Myanmar
peanut_oil,2,1,4.81102224019224,7.453746317257626,ingredient,Myanmar
rice_noodle,5,14,3.635830233024121,6.893096857287428,ingredient,Myanmar
chickpea + rice,6,4,4.951592753462473,9.769270049938157,pair,Myanmar
fish_sauce + turmeric,6,6,4.613955015543824,9.10312596155952,pair,Myanmar
flour + noodle,5,6,4.402645921876617,8.346887181966972,pair,Myanmar
chickpea + flour,6,11,4.072038804707803,8.033949623421792,pair,Myanmar
fish_sauce + noodle,6,11,4.072038804707803,8.033949623421792,pair,Myanmar
mustard_oil,5,2,5.14574876790343,9.755720808483213,ingredient,Nepal
green_chili,10,36,3.5072603532427418,7.712281863999699,ingredient,Nepal
clarified_butter,2,1,4.718886994723215,7.311000615342739,ingredient,Nepal
ghee,8,28,3.4297907521921096,7.197801020110601,ingredient,Nepal
garam_masala,6,17,3.5506587211260277,7.005290141761476,ingredient,Nepal
green_chili + onion,9,23,3.787970356758167,8.149032394845515,pair,Nepal
cumin + mustard,7,14,3.922339972399078,8.000478311998071,pair,Nepal
cumin + green_chili,8,20,3.7572839172285124,7.88508220071081,pair,Nepal
green_chili + tomato,8,21,3.71017514679298,7.786219156170756,pair,Nepal
ginger + green_chili,9,28,3.595775889666371,7.735565870312965,pair,Nepal
almond_paste,2,4,3.892985799408062,6.031426818828132,ingredient,Netherlands
food_coloring,4,15,3.3343169390795033,6.0175049859923915,ingredient,Netherlands
white_vinegar,1,1,4.359037116449183,5.869764260060635,ingredient,Netherlands
ground_allspice,1,1,4.359037116449183,5.869764260060635,ingredient,Netherlands
rusk,1,1,4.359037116449183,5.869764260060635,ingredient,Netherlands
food_coloring + sugar,4,11,3.624340932976365,6.540916785535836,pair,Netherlands
coriander + nutmeg,3,7,3.757705645043789,6.362348718280082,pair,Netherlands
anise_seed + sugar,3,8,3.6393390085538004,6.161936581434694,pair,Netherlands
milk + powdered_sugar,3,13,3.1945831322991562,5.408899423516676,pair,Netherlands
butter + icing_sugar,2,8,3.302866771932587,5.117151783671942,pair,Netherlands
gelatine,2,0,5.554121700101795,8.605034876346817,ingredient,New Zealand
glucose_syrup,2,3,4.166083659377078,6.45453901128261,ingredient,New Zealand
icing_sugar,3,9,3.5852717872835242,6.070392818180215,ingredient,New Zealand
yeast_extract,1,1,4.406138358488116,5.933189548659648,ingredient,New Zealand
beef_mince,1,1,4.406138358488116,5.933189548659648,ingredient,New Zealand
cheese + herb,4,12,3.5983654465731045,6.494038332826913,pair,New Zealand
icing_sugar + milk,3,7,3.8095821998736543,6.450183360827432,pair,New Zealand
butter + icing_sugar,3,7,3.8095821998736543,6.450183360827432,pair,New Zealand
lemon_juice + vanilla_extract,3,9,3.5852717872835242,6.070392818180215,pair,New Zealand
icing_sugar + sugar,3,9,3.5852717872835242,6.070392818180215,pair,New Zealand
seasoning_cube,6,0,6.759255270663693,13.335706986283743,ingredient,Nigeria
palm_oil,11,8,5.538208775163469,12.419174681822449,ingredient,Nigeria
crayfish,8,4,5.552959584921617,11.653509223393874,ingredient,Nigeria
utazi_leaf,3,0,6.005483468287313,10.168167402230026,ingredient,Nigeria
stock_cube,3,0,6.005483468287313,10.168167402230026,ingredient,Nigeria
oil + palm_oil,11,8,5.538208775163469,12.419174681822449,pair,Nigeria
onion + palm_oil,10,6,5.5983161332932125,12.310404029120535,pair,Nigeria
crayfish + oil,8,4,5.552959584921617,11.653509223393874,pair,Nigeria
crayfish + onion,8,4,5.552959584921617,11.653509223393874,pair,Nigeria
crayfish + palm_oil,7,3,5.578858619309948,11.379313803385807,pair,Nigeria
kimchi,12,4,5.0260107367128946,11.471742241576155,ingredient,North Korea
sesame_oil,24,54,3.7862536181391127,9.879993737262986,ingredient,North Korea
gochujang,7,5,4.198527914706912,8.563824594578897,ingredient,North Korea
green_onion,22,101,2.945090551106743,7.562247745298135,ingredient,North Korea
red_chili_pepper_flake,2,0,4.875197323201151,7.55317316767648,ingredient,North Korea
garlic + kimchi,12,2,5.538012831202815,12.640374057706516,pair,North Korea
kimchi + soy_sauce,11,2,5.4240685718535975,12.163220603406149,pair,North Korea
kimchi + sesame_oil,9,2,5.1772084939220715,11.13769004463563,pair,North Korea
kimchi + onion,10,3,5.015997237237642,11.029915269008555,pair,North Korea
green_onion + kimchi,9,3,4.888938359118736,10.517536652255522,pair,North Korea
sunflower_oil,2,3,4.681552355906898,7.253157830028126,ingredient,North Macedonia
cow_foot,1,1,4.890349128221754,6.585214983312102,ingredient,North Macedonia
glaze,1,1,4.890349128221754,6.585214983312102,ingredient,North Macedonia
yellow_cheese,1,1,4.890349128221754,6.585214983312102,ingredient,North Macedonia
smoked_bacon,1,2,4.4843054837943,6.03844733522506,ingredient,North Macedonia
paprika + pork,4,30,3.311249144999216,5.975874100737585,pair,North Macedonia
ground_lamb + onion,2,9,3.761781342097603,5.8281509469530235,pair,North Macedonia
ground_lamb + lamb,2,10,3.6658899358892376,5.67958580212557,pair,North Macedonia
onion + paprika,6,84,2.829920732122176,5.583306468951469,pair,North Macedonia
beef + paprika,4,38,3.076957713476577,5.55304391298945,pair,North Macedonia
salmon,2,1,5.220548856639584,8.088228420387832,ingredient,Norway
leftover_meat,1,1,4.746090877044469,6.390960632096795,ingredient,Norway
allspice_berry,1,1,4.746090877044469,6.390960632096795,ingredient,Norway
herring,1,1,4.746090877044469,6.390960632096795,ingredient,Norway
tapioca,1,1,4.746090877044469,6.390960632096795,ingredient,Norway
butter + heavy_cream,2,8,3.7124099515241302,5.751659548183225,pair,Norway
leek + parsley,2,9,3.6064678714416547,5.587522832567916,pair,Norway
icing_sugar + sugar,2,10,3.5105757887986813,5.438956639736168,pair,Norway
cream + heavy_cream,2,12,3.3423568816392217,5.1783340532808575,pair,Norway
leek + potato,2,13,3.2676659890376327,5.06261499444742,pair,Norway
basil_seed,1,1,5.154446996128335,6.940842197484352,ingredient,Oman
cow_foot,1,1,5.154446996128335,6.940842197484352,ingredient,Oman
tahini,1,2,4.748404354073999,6.39407589916648,ingredient,Oman
fresh_parsley,1,3,4.460144413937834,6.005912676643434,ingredient,Oman
dried_lime,1,4,4.23642266081509,5.704654872317211,ingredient,Oman
lemon_juice + paprika,3,17,3.8642323415917974,6.542714094194707,pair,Oman
sumac + tomato,2,8,4.157145463461131,6.440691009430772,pair,Oman
chicken + yogurt,2,9,4.051205069561483,6.276556906228878,pair,Oman
oil + sumac,2,9,4.051205069561483,6.276556906228878,pair,Oman
garlic + sumac,2,9,4.051205069561483,6.276556906228878,pair,Oman
garam_masala,13,10,5.199919090144479,12.061361384270526,ingredient,Pakistan
coriander_powder,8,9,4.505674789782663,9.45566448258,ingredient,Pakistan
cumin,18,118,3.5977890499963125,8.894524208809981,ingredient,Pakistan
green_chili,11,35,3.6912575765189035,8.277472825504983,ingredient,Pakistan
cumin_seed,8,17,3.913198784517158,8.212287057188819,ingredient,Pakistan
coriander + garam_masala,13,7,5.52012669484911,12.804092102072309,pair,Pakistan
chili + garam_masala,13,8,5.401759376383232,12.529535713914292,pair,Pakistan
cumin + garam_masala,13,9,5.295814236329918,12.28379292466357,pair,Pakistan
garam_masala + onion,12,10,5.04576841031722,11.516838631288655,pair,Pakistan
garam_masala + garlic,12,10,5.04576841031722,11.516838631288655,pair,Pakistan
pine_nut,6,11,4.51085950651685,8.89972315386374,ingredient,Palestine
flatbread,2,2,4.74493212836325,7.351352500921247,ingredient,Palestine
lemon_juice,11,134,3.1612467120315646,7.088948200205407,ingredient,Palestine
cow_foot,1,1,4.680973149403592,6.303274819796546,ingredient,Palestine
bulgur_wheat,1,1,4.680973149403592,6.303274819796546,ingredient,Palestine
onion + pine_nut,5,5,4.966335035199676,9.415573948538709,pair,Palestine
oil + pine_nut,5,6,4.811603466596281,9.12222150331849,pair,Palestine
nut + pine_nut,6,11,4.51085950651685,8.89972315386374,pair,Palestine
lemon_juice + nut,4,7,4.415126583100227,7.968062638618792,pair,Palestine
lemon_juice + oil,10,70,3.6020692641283047,7.920761694501088,pair,Palestine
aji_amarillo,7,0,6.155224086041877,12.554938417473767,ingredient,Peru
aji_panca,3,0,5.332865174001926,9.029325633667684,ingredient,Peru
aji_amarillo_paste,2,0,5.015330138400463,7.770281799287603,ingredient,Peru
chinese_noodle,2,0,5.015330138400463,7.770281799287603,ingredient,Peru
raw_fish,2,1,4.321597306286444,6.695477259967087,ingredient,Peru
corn + parsley,4,6,3.63735116971238,6.564396606398193,pair,Peru
oregano + potato,4,6,3.63735116971238,6.564396606398193,pair,Peru
corn + pea,5,10,3.3970833588158307,6.440461496773486,pair,Peru
corn + potato,8,25,3.0352567233303396,6.369827058843552,pair,Peru
